id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
16091,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925,5355,NA,US,US-NM,Albuquerque,yes,KABQ,ABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
3364,KADW,large_airport,Joint Base Andrews,38.810799,-76.866997,280,NA,US,US-MD,Camp Springs,no,KADW,ADW,ADW,http://www.jba.af.mil/,https://en.wikipedia.org/wiki/Joint_Base_Andrews,Andrews Air Force Base
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,NA,US,US-GA,Atlanta,yes,KATL,ATL,ATL,http://www.atlanta-airport.com/,https://en.wikipedia.org/wiki/Hartsfieldâ€“Jackson_Atlanta_International_Airport,
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,542,NA,US,US-TX,Austin,yes,KAUS,AUS,AUS,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,"BSM, KBSM, Bergstrom AFB"
3396,KBDL,large_airport,Bradley International Airport,41.93851,-72.688066,173,NA,US,US-CT,Hartford,yes,KBDL,BDL,BDL,http://www.bradleyairport.com/,https://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
3420,KBNA,large_airport,Nashville International Airport,36.1245,-86.6782,599,NA,US,US-TN,Nashville,yes,KBNA,BNA,BNA,https://flynashville.com/,https://en.wikipedia.org/wiki/Nashville_International_Airport,
3422,KBOS,large_airport,Logan International Airport,42.36197,-71.0079,20,NA,US,US-MA,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.940498,-78.732201,728,NA,US,US-NY,Buffalo,yes,KBUF,BUF,BUF,https://www.buffaloairport.com/,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport,
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,NA,US,US-MD,Baltimore,yes,KBWI,BWI,BWI,https://www.bwiairport.com/,https://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport,"WAS, United States, Marshall"
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.411701,-81.8498,791,NA,US,US-OH,Cleveland,yes,KCLE,CLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
19517,KCMA,large_airport,Camarillo International Airport,34.213699,-119.094002,77,NA,US,US-CA,Camarillo,no,KCMA,,CMA,,https://en.wikipedia.org/wiki/Camarillo_Airport,
3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,NA,US,US-OH,Columbus,yes,KCMH,CMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,NA,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,CVG,https://www.cvgairport.com/,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
3486,KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,5431,NA,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,NA,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645,NA,US,US-MI,Detroit,yes,KDTW,DTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport"
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdaleâ€“Hollywood_International_Airport,"MFW, South Florida"
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,NA,US,US-VA,Dulles,yes,KIAD,IAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,US,US-TX,Houston,yes,KIAH,IAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
3620,KJAX,large_airport,Jacksonville International Airport,30.492469,-81.687813,30,NA,US,US-FL,Jacksonville,yes,KJAX,JAX,JAX,https://www.flyjacksonville.com/,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13,NA,US,US-NY,New York,yes,KJFK,JFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,Tom Bradley
3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21,NA,US,US-NY,New York,yes,KLGA,LGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,NA,US,US-MO,Kansas City,yes,KMCI,MCI,MCI,http://www.flykci.com/,https://en.wikipedia.org/wiki/Kansas_City_International_Airport,
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,MCO,http://www.orlandoairports.net/,https://en.wikipedia.org/wiki/Orlando_International_Airport,"Disney World,Epcot Center"
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,NA,US,US-IL,Chicago,yes,KMDW,MDW,MDW,https://www.flychicago.com/midway/home/pages/default.aspx,https://en.wikipedia.org/wiki/Midway_International_Airport,CHI
3675,KMEM,large_airport,Memphis International Airport,35.0424,-89.9767,341,NA,US,US-TN,Memphis,yes,KMEM,MEM,MEM,https://flymemphis.com/,https://en.wikipedia.org/wiki/Memphis_International_Airport,
3685,KMIA,large_airport,Miami International Airport,25.79319954,-80.29060364,8,NA,US,US-FL,Miami,yes,KMIA,MIA,MIA,http://www.miami-airport.com/,https://en.wikipedia.org/wiki/Miami_International_Airport,"MFW, South Florida"
3690,KMKE,large_airport,General Mitchell International Airport,42.947201,-87.896599,723,NA,US,US-WI,Milwaukee,yes,KMKE,MKE,MKE,https://www.mitchellairport.com/,https://en.wikipedia.org/wiki/General_Mitchell_International_Airport,
3709,KMSP,large_airport,Minneapolisâ€“Saint Paul International Airport / Woldâ€“Chamberlain Field,44.880081,-93.221741,841,NA,US,US-MN,Minneapolis,yes,KMSP,MSP,MSP,http://www.mspairport.com/,https://en.wikipedia.org/wiki/Minneapolisâ€“Saint_Paul_International_Airport,
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.993401,-90.258003,4,NA,US,US-LA,New Orleans,yes,KMSY,MSY,MSY,https://flymsy.com/,https://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,
3744,KOAK,large_airport,San Francisco Bay Oakland International Airport,37.720085,-122.221184,9,NA,US,US-CA,Oakland,yes,KOAK,OAK,OAK,http://www.oaklandairport.com/,https://en.wikipedia.org/wiki/Oakland_International_Airport,Metro Oakland International
3747,KOKC,large_airport,Will Rogers World Airport,35.393388,-97.598248,1295,NA,US,US-OK,Oklahoma City,yes,KOKC,OKC,OKC,https://flyokc.com/,https://en.wikipedia.org/wiki/Will_Rogers_World_Airport,
3751,KOMA,large_airport,Eppley Airfield,41.3032,-95.894096,984,NA,US,US-NE,Omaha,yes,KOMA,OMA,OMA,https://www.flyoma.com,https://en.wikipedia.org/wiki/Eppley_Airfield,
3752,KONT,large_airport,Ontario International Airport,34.056,-117.600998,944,NA,US,US-CA,Ontario,yes,KONT,ONT,ONT,https://www.flyontario.com/,https://en.wikipedia.org/wiki/LA/Ontario_International_Airport,
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,680,NA,US,US-IL,Chicago,yes,KORD,ORD,ORD,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,"CHI, Orchard Place"
3755,KORF,large_airport,Norfolk International Airport,36.895341,-76.201,26,NA,US,US-VA,Norfolk,yes,KORF,ORF,ORF,https://www.norfolkairport.com/,https://en.wikipedia.org/wiki/Norfolk_International_Airport,
3766,KPBI,large_airport,Palm Beach International Airport,26.683201,-80.095596,19,NA,US,US-FL,West Palm Beach,yes,KPBI,PBI,PBI,https://www.pbia.org/,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport,"MFW, South Florida"
3768,KPDX,large_airport,Portland International Airport,45.588699,-122.598,31,NA,US,US-OR,Portland,yes,KPDX,PDX,PDX,https://www.flypdx.com/,https://en.wikipedia.org/wiki/Portland_International_Airport,
3771,KPHL,large_airport,Philadelphia International Airport,39.871899,-75.241096,36,NA,US,US-PA,Philadelphia,yes,KPHL,PHL,PHL,http://www.phl.org/,https://en.wikipedia.org/wiki/Philadelphia_International_Airport,
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,NA,US,US-AZ,Phoenix,yes,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
3778,KPIT,large_airport,Pittsburgh International Airport,40.491501,-80.232903,1203,NA,US,US-PA,Pittsburgh,yes,KPIT,PIT,PIT,https://flypittsburgh.com/,https://en.wikipedia.org/wiki/Pittsburgh_International_Airport,
3795,KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,55,NA,US,US-RI,Warwick,yes,KPVD,PVD,PVD,https://flyri.com/,https://en.wikipedia.org/wiki/T._F._Green_Airport,
3796,KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76,NA,US,US-ME,Portland,yes,KPWM,PWM,PWM,https://portlandjetport.org/,https://en.wikipedia.org/wiki/Portland_International_Jetport,
3844,KRDU,large_airport,Raleigh Durham International Airport,35.877602,-78.787498,435,NA,US,US-NC,Raleigh/Durham,yes,KRDU,RDU,RDU,https://www.rdu.com/,https://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,
3847,KRIC,large_airport,Richmond International Airport,37.505199,-77.319702,167,NA,US,US-VA,Richmond,yes,KRIC,RIC,RIC,https://flyrichmond.com/,https://en.wikipedia.org/wiki/Richmond_International_Airport,
3853,KRNO,large_airport,Reno Tahoe International Airport,39.4991,-119.767998,4415,NA,US,US-NV,Reno,yes,KRNO,RNO,RNO,https://www.renoairport.com/,https://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,yes,KRSW,RSW,RSW,http://www.flylcpa.com/,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,
3862,KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,NA,US,US-CA,San Diego,yes,KSAN,SAN,SAN,http://www.san.org/,https://en.wikipedia.org/wiki/San_Diego_International_Airport,Lindbergh Field
3863,KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,809,NA,US,US-TX,San Antonio,yes,KSAT,SAT,SAT,https://www.sanantonio.gov/aviation,https://en.wikipedia.org/wiki/San_Antonio_International_Airport,
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.127602,-81.202103,50,NA,US,US-GA,Savannah,yes,KSAV,SAV,SAV,https://savannahairport.com/,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,
3873,KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,501,NA,US,US-KY,Louisville,yes,KSDF,SDF,SDF,http://www.flylouisville.com,https://en.wikipedia.org/wiki/Louisville_International_Airport,"Louisville International, Standiford Field"
3875,KSEA,large_airport,Seattleâ€“Tacoma International Airport,47.447943,-122.310276,433,NA,US,US-WA,Seattle,yes,KSEA,SEA,SEA,https://www.portseattle.org/sea-tac,https://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport,
3876,KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,NA,US,US-FL,Orlando,yes,KSFB,SFB,SFB,,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,
3878,KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,13,NA,US,US-CA,San Francisco,yes,KSFO,SFO,SFO,http://www.flysfo.com/,https://en.wikipedia.org/wiki/San_Francisco_International_Airport,"QSF, QBA"
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,62,NA,US,US-CA,San Jose,yes,KSJC,SJC,SJC,https://www.flysanjose.com/,https://en.wikipedia.org/wiki/San_Jose_International_Airport,
3887,KSLC,large_airport,Salt Lake City International Airport,40.78886,-111.979866,4227,NA,US,US-UT,Salt Lake City,yes,KSLC,SLC,SLC,https://slcairport.com/,https://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
3892,KSMF,large_airport,Sacramento International Airport,38.6954,-121.591003,27,NA,US,US-CA,Sacramento,yes,KSMF,SMF,SMF,https://sacramento.aero/smf,https://en.wikipedia.org/wiki/Sacramento_International_Airport,
3894,KSNA,large_airport,John Wayne Orange County International Airport,33.675701,-117.867996,56,NA,US,US-CA,Santa Ana,yes,KSNA,SNA,SNA,http://www.ocair.com/,https://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.394631,-82.554359,30,NA,US,US-FL,Sarasota/Bradenton,yes,KSRQ,SRQ,SRQ,,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,
3905,KSTL,large_airport,St. Louis Lambert International Airport,38.748697,-90.370003,618,NA,US,US-MO,St Louis,yes,KSTL,STL,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,NA,US,US-NY,Syracuse,yes,KSYR,SYR,SYR,http://www.syrairport.org/,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
3926,KTPA,large_airport,Tampa International Airport,27.9755,-82.533203,26,NA,US,US-FL,Tampa,yes,KTPA,TPA,TPA,https://www.tampaairport.com/,https://en.wikipedia.org/wiki/Tampa_International_Airport,
3930,KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,NA,US,US-OK,Tulsa,yes,KTUL,TUL,TUL,,https://en.wikipedia.org/wiki/Tulsa_International_Airport,
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,152,NA,US,US-AK,Anchorage,yes,PANC,ANC,ANC,https://dot.alaska.gov/anc/,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,OC,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
5455,PHOG,large_airport,Kahului International Airport,20.896263,-156.431837,54,NA,US,US-HI,Kahului,yes,PHOG,OGG,OGG,https://airports.hawaii.gov/ogg/,https://en.wikipedia.org/wiki/Kahului_Airport,
